revenue_category,year,power_code_code,value
1300 Unallocable between 1100 and 1200,2016,600000,0.045746126216315824
1300 Unallocable between 1100 and 1200,2017,600000,0.045008298375478616
1300 Unallocable between 1100 and 1200,2018,600000,0.04499859735202064
1300 Unallocable between 1100 and 1200,2019,600000,0.04480032643443884
1300 Unallocable between 1100 and 1200,2020,600000,0.04486698346675575
1300 Unallocable between 1100 and 1200,2021,600000,0.04536938647027262
2000 Social security contributions (SSC),2004,600000,0.043337172071653565
2000 Social security contributions (SSC),2005,600000,0.043337172071653565
2000 Social security contributions (SSC),2006,600000,0.043337172071653565
2000 Social security contributions (SSC),2007,600000,0.043337172071653565
2000 Social security contributions (SSC),2008,600000,0.043337172071653565
2000 Social security contributions (SSC),2009,600000,0.043337172071653565
2000 Social security contributions (SSC),2010,600000,0.043337172071653565
2000 Social security contributions (SSC),2011,600000,0.043337172071653565
2000 Social security contributions (SSC),2012,600000,0.043337172071653565
2000 Social security contributions (SSC),2013,600000,0.043337172071653565
2000 Social security contributions (SSC),2014,600000,0.043337172071653565
2000 Social security contributions (SSC),2015,600000,0.043337172071653565
2000 Social security contributions (SSC),2016,600000,0.043337172071653565
2000 Social security contributions (SSC),2017,600000,0.043337172071653565
2000 Social security contributions (SSC),2018,600000,0.043337172071653565
2000 Social security contributions (SSC),2019,600000,0.043337172071653565
2000 Social security contributions (SSC),2020,600000,0.043337172071653565
2000 Social security contributions (SSC),2021,600000,0.043337172071653565
2000 Social security contributions (SSC),2004,600000,0.043337172071653565
2000 Social security contributions (SSC),2005,600000,0.043337172071653565
2000 Social security contributions (SSC),2006,600000,0.043337172071653565
2000 Social security contributions (SSC),2007,600000,0.043337172071653565
2000 Social security contributions (SSC),2008,600000,0.043337172071653565
2000 Social security contributions (SSC),2009,600000,0.043337172071653565
2000 Social security contributions (SSC),2010,600000,0.043337172071653565
2000 Social security contributions (SSC),2011,600000,0.043337172071653565
2000 Social security contributions (SSC),2012,600000,0.043337172071653565
2000 Social security contributions (SSC),2013,600000,0.043337172071653565
2000 Social security contributions (SSC),2014,600000,0.043337172071653565
2000 Social security contributions (SSC),2015,600000,0.043337172071653565
2000 Social security contributions (SSC),2016,600000,0.043337172071653565
2000 Social security contributions (SSC),2017,600000,0.043337172071653565
2000 Social security contributions (SSC),2018,600000,0.043337172071653565
2000 Social security contributions (SSC),2019,600000,0.043337172071653565
2000 Social security contributions (SSC),2020,600000,0.043337172071653565
2000 Social security contributions (SSC),2021,600000,0.043337172071653565
3000 Taxes on payroll and workforce,2004,600000,0.043337172071653565
3000 Taxes on payroll and workforce,2005,600000,0.043337172071653565
3000 Taxes on payroll and workforce,2006,600000,0.043337172071653565
3000 Taxes on payroll and workforce,2007,600000,0.043337172071653565
3000 Taxes on payroll and workforce,2008,600000,0.043337172071653565
3000 Taxes on payroll and workforce,2009,600000,0.043337172071653565
3000 Taxes on payroll and workforce,2010,600000,0.043337172071653565
3000 Taxes on payroll and workforce,2011,600000,0.043337172071653565
3000 Taxes on payroll and workforce,2012,600000,0.043337172071653565
3000 Taxes on payroll and workforce,2013,600000,0.043337172071653565
3000 Taxes on payroll and workforce,2014,600000,0.043337172071653565
3000 Taxes on payroll and workforce,2015,600000,0.043337172071653565
3000 Taxes on payroll and workforce,2016,600000,0.043337172071653565
3000 Taxes on payroll and workforce,2017,600000,0.043337172071653565
3000 Taxes on payroll and workforce,2018,600000,0.043337172071653565
3000 Taxes on payroll and workforce,2019,600000,0.043337172071653565
3000 Taxes on payroll and workforce,2020,600000,0.043337172071653565
3000 Taxes on payroll and workforce,2021,600000,0.043337172071653565
3000 Taxes on payroll and workforce,2004,600000,0.043337172071653565
3000 Taxes on payroll and workforce,2005,600000,0.043337172071653565
3000 Taxes on payroll and workforce,2006,600000,0.043337172071653565
3000 Taxes on payroll and workforce,2007,600000,0.043337172071653565
3000 Taxes on payroll and workforce,2008,600000,0.043337172071653565
3000 Taxes on payroll and workforce,2009,600000,0.043337172071653565
3000 Taxes on payroll and workforce,2010,600000,0.043337172071653565
3000 Taxes on payroll and workforce,2011,600000,0.043337172071653565
3000 Taxes on payroll and workforce,2012,600000,0.043337172071653565
3000 Taxes on payroll and workforce,2013,600000,0.043337172071653565
3000 Taxes on payroll and workforce,2014,600000,0.043337172071653565
3000 Taxes on payroll and workforce,2015,600000,0.043337172071653565
3000 Taxes on payroll and workforce,2016,600000,0.043337172071653565
3000 Taxes on payroll and workforce,2017,600000,0.043337172071653565
3000 Taxes on payroll and workforce,2018,600000,0.043337172071653565
3000 Taxes on payroll and workforce,2019,600000,0.043337172071653565
3000 Taxes on payroll and workforce,2020,600000,0.043337172071653565
3000 Taxes on payroll and workforce,2021,600000,0.043337172071653565
5000 Taxes on goods and services,2004,600000,0.07633145296828817
5000 Taxes on goods and services,2005,600000,0.07612333101142171
5000 Taxes on goods and services,2006,600000,0.07907019190524602
5000 Taxes on goods and services,2007,600000,0.08573529507363029
5000 Taxes on goods and services,2008,600000,0.09272818282328787
5000 Taxes on goods and services,2009,600000,0.09509143214609142
5000 Taxes on goods and services,2010,600000,0.10740328104615038
5000 Taxes on goods and services,2011,600000,0.11182199722070679
5000 Taxes on goods and services,2012,600000,0.12536707622654192
5000 Taxes on goods and services,2013,600000,0.12996131091830188
5000 Taxes on goods and services,2014,600000,0.14918803933815017
5000 Taxes on goods and services,2015,600000,0.15439658884012264
5000 Taxes on goods and services,2016,600000,0.1563793980264918
5000 Taxes on goods and services,2017,600000,0.1693175630028968
5000 Taxes on goods and services,2018,600000,0.20262817727270227
5000 Taxes on goods and services,2019,600000,0.20295996227602014
5000 Taxes on goods and services,2020,600000,0.194740545127511
5000 Taxes on goods and services,2021,600000,0.22661860826317176
5000 Taxes on goods and services,2004,600000,0.07633145296828817
5000 Taxes on goods and services,2005,600000,0.07612333101142171
5000 Taxes on goods and services,2006,600000,0.07907019190524602
5000 Taxes on goods and services,2007,600000,0.08573529507363029
5000 Taxes on goods and services,2008,600000,0.09272818282328787
5000 Taxes on goods and services,2009,600000,0.09509143214609142
5000 Taxes on goods and services,2010,600000,0.10740328104615038
5000 Taxes on goods and services,2011,600000,0.11182199722070679
5000 Taxes on goods and services,2012,600000,0.12536707622654192
5000 Taxes on goods and services,2013,600000,0.12996131091830188
5000 Taxes on goods and services,2014,600000,0.14918803933815017
5000 Taxes on goods and services,2015,600000,0.15439658884012264
5000 Taxes on goods and services,2016,600000,0.1563793980264918
5000 Taxes on goods and services,2017,600000,0.1693175630028968
5000 Taxes on goods and services,2018,600000,0.20262817727270227
5000 Taxes on goods and services,2019,600000,0.20295996227602014
5000 Taxes on goods and services,2020,600000,0.194740545127511
5000 Taxes on goods and services,2021,600000,0.22661860826317176
"5100 Taxes on production, sale, transfer, etc",2004,600000,0.07633145296828817
"5100 Taxes on production, sale, transfer, etc",2005,600000,0.07612333101142171
"5100 Taxes on production, sale, transfer, etc",2006,600000,0.07907019190524602
"5100 Taxes on production, sale, transfer, etc",2007,600000,0.08573529507363029
"5100 Taxes on production, sale, transfer, etc",2008,600000,0.09272818282328787
"5100 Taxes on production, sale, transfer, etc",2009,600000,0.09509143214609142
"5100 Taxes on production, sale, transfer, etc",2010,600000,0.10740328104615038
"5100 Taxes on production, sale, transfer, etc",2011,600000,0.11182199722070679
"5100 Taxes on production, sale, transfer, etc",2012,600000,0.12536707622654192
"5100 Taxes on production, sale, transfer, etc",2013,600000,0.12996131091830188
"5100 Taxes on production, sale, transfer, etc",2014,600000,0.14918803933815017
"5100 Taxes on production, sale, transfer, etc",2015,600000,0.15439658884012264
"5100 Taxes on production, sale, transfer, etc",2016,600000,0.1563793980264918
"5100 Taxes on production, sale, transfer, etc",2017,600000,0.1693175630028968
"5100 Taxes on production, sale, transfer, etc",2018,600000,0.20262817727270227
"5100 Taxes on production, sale, transfer, etc",2019,600000,0.20295996227602014
"5100 Taxes on production, sale, transfer, etc",2020,600000,0.194740545127511
"5100 Taxes on production, sale, transfer, etc",2021,600000,0.22661860826317176
"5100 Taxes on production, sale, transfer, etc",2004,600000,0.07633145296828817
"5100 Taxes on production, sale, transfer, etc",2005,600000,0.07612333101142171
"5100 Taxes on production, sale, transfer, etc",2006,600000,0.07907019190524602
"5100 Taxes on production, sale, transfer, etc",2007,600000,0.08573529507363029
"5100 Taxes on production, sale, transfer, etc",2008,600000,0.09272818282328787
"5100 Taxes on production, sale, transfer, etc",2009,600000,0.09509143214609142
"5100 Taxes on production, sale, transfer, etc",2010,600000,0.10740328104615038
"5100 Taxes on production, sale, transfer, etc",2011,600000,0.11182199722070679
"5100 Taxes on production, sale, transfer, etc",2012,600000,0.12536707622654192
"5100 Taxes on production, sale, transfer, etc",2013,600000,0.12996131091830188
"5100 Taxes on production, sale, transfer, etc",2014,600000,0.14918803933815017
"5100 Taxes on production, sale, transfer, etc",2015,600000,0.15439658884012264
"5100 Taxes on production, sale, transfer, etc",2016,600000,0.1563793980264918
"5100 Taxes on production, sale, transfer, etc",2017,600000,0.1693175630028968
"5100 Taxes on production, sale, transfer, etc",2018,600000,0.20262817727270227
"5100 Taxes on production, sale, transfer, etc",2019,600000,0.20295996227602014
"5100 Taxes on production, sale, transfer, etc",2020,600000,0.194740545127511
"5100 Taxes on production, sale, transfer, etc",2021,600000,0.22661860826317176
5110 General taxes on goods and services,2004,600000,0.07633145296828817
5110 General taxes on goods and services,2005,600000,0.07612333101142171
5110 General taxes on goods and services,2006,600000,0.07907019190524602
5110 General taxes on goods and services,2007,600000,0.08573529507363029
5110 General taxes on goods and services,2008,600000,0.09272818282328787
5110 General taxes on goods and services,2009,600000,0.09509143214609142
5110 General taxes on goods and services,2010,600000,0.10740328104615038
5110 General taxes on goods and services,2011,600000,0.11182199722070679
5110 General taxes on goods and services,2012,600000,0.12536707622654192
5110 General taxes on goods and services,2013,600000,0.12996131091830188
5110 General taxes on goods and services,2014,600000,0.14918803933815017
5110 General taxes on goods and services,2015,600000,0.15385803202237838
5110 General taxes on goods and services,2016,600000,0.1560483631023073
5110 General taxes on goods and services,2017,600000,0.16405035731269652
5110 General taxes on goods and services,2018,600000,0.18736481698819224
5110 General taxes on goods and services,2019,600000,0.1886845562206813
5110 General taxes on goods and services,2020,600000,0.17373392892950207
5110 General taxes on goods and services,2021,600000,0.19943113998526846
5110 General taxes on goods and services,2004,600000,0.07633145296828817
5110 General taxes on goods and services,2005,600000,0.07612333101142171
5110 General taxes on goods and services,2006,600000,0.07907019190524602
5110 General taxes on goods and services,2007,600000,0.08573529507363029
5110 General taxes on goods and services,2008,600000,0.09272818282328787
5110 General taxes on goods and services,2009,600000,0.09509143214609142
5110 General taxes on goods and services,2010,600000,0.10740328104615038
5110 General taxes on goods and services,2011,600000,0.11182199722070679
5110 General taxes on goods and services,2012,600000,0.12536707622654192
5110 General taxes on goods and services,2013,600000,0.12996131091830188
5110 General taxes on goods and services,2014,600000,0.14918803933815017
5110 General taxes on goods and services,2015,600000,0.15385803202237838
5110 General taxes on goods and services,2016,600000,0.1560483631023073
5110 General taxes on goods and services,2017,600000,0.16405035731269652
5110 General taxes on goods and services,2018,600000,0.18736481698819224
5110 General taxes on goods and services,2019,600000,0.1886845562206813
5110 General taxes on goods and services,2020,600000,0.17373392892950207
5110 General taxes on goods and services,2021,600000,0.19943113998526846
5111 Value added taxes,2004,600000,0.07633145296828817
5111 Value added taxes,2005,600000,0.07612333101142171
5111 Value added taxes,2006,600000,0.07907019190524602
5111 Value added taxes,2007,600000,0.08573529507363029
5111 Value added taxes,2008,600000,0.09272818282328787
5111 Value added taxes,2009,600000,0.09509143214609142
5111 Value added taxes,2010,600000,0.10740328104615038
5111 Value added taxes,2011,600000,0.11182199722070679
5111 Value added taxes,2012,600000,0.12536707622654192
5111 Value added taxes,2013,600000,0.12996131091830188
5111 Value added taxes,2014,600000,0.14918803933815017
5111 Value added taxes,2015,600000,0.15385803202237838
5111 Value added taxes,2016,600000,0.1560483631023073
5111 Value added taxes,2017,600000,0.16405035731269652
5111 Value added taxes,2018,600000,0.18736481698819224
5111 Value added taxes,2019,600000,0.1886845562206813
5111 Value added taxes,2020,600000,0.17373392892950207
5111 Value added taxes,2021,600000,0.19943113998526846
5111 Value added taxes,2004,600000,0.07633145296828817
5111 Value added taxes,2005,600000,0.07612333101142171
5111 Value added taxes,2006,600000,0.07907019190524602
5111 Value added taxes,2007,600000,0.08573529507363029
5111 Value added taxes,2008,600000,0.09272818282328787
5111 Value added taxes,2009,600000,0.09509143214609142
5111 Value added taxes,2010,600000,0.10740328104615038
5111 Value added taxes,2011,600000,0.11182199722070679
5111 Value added taxes,2012,600000,0.12536707622654192
5111 Value added taxes,2013,600000,0.12996131091830188
5111 Value added taxes,2014,600000,0.14918803933815017
5111 Value added taxes,2015,600000,0.15385803202237838
5111 Value added taxes,2016,600000,0.1560483631023073
5111 Value added taxes,2017,600000,0.16405035731269652
5111 Value added taxes,2018,600000,0.18736481698819224
5111 Value added taxes,2019,600000,0.1886845562206813
5111 Value added taxes,2020,600000,0.17373392892950207
5111 Value added taxes,2021,600000,0.19943113998526846
VAT on imports,2004,600000,0.05567152334571298
VAT on imports,2005,600000,0.05594710241930524
VAT on imports,2006,600000,0.05685614832364815
VAT on imports,2007,600000,0.05932030829252487
VAT on imports,2008,600000,0.06177621739093475
VAT on imports,2009,600000,0.0614706851572841
VAT on imports,2010,600000,0.0670140199791078
VAT on imports,2011,600000,0.06812358703843256
VAT on imports,2012,600000,0.07177997278712905
VAT on imports,2013,600000,0.0709424844321076
VAT on imports,2014,600000,0.07859564184021414
VAT on imports,2015,600000,0.0823449873961703
VAT on imports,2016,600000,0.08325068294705093
VAT on imports,2017,600000,0.08310211727337236
VAT on imports,2018,600000,0.08735911638677882
VAT on imports,2019,600000,0.08814229901254583
VAT on imports,2020,600000,0.076427213070979
VAT on imports,2021,600000,0.08538185778599643
VAT on imports,2004,600000,0.05567152334571298
VAT on imports,2005,600000,0.05594710241930524
VAT on imports,2006,600000,0.05685614832364815
VAT on imports,2007,600000,0.05932030829252487
VAT on imports,2008,600000,0.06177621739093475
VAT on imports,2009,600000,0.0614706851572841
VAT on imports,2010,600000,0.0670140199791078
VAT on imports,2011,600000,0.06812358703843256
VAT on imports,2012,600000,0.07177997278712905
VAT on imports,2013,600000,0.0709424844321076
VAT on imports,2014,600000,0.07859564184021414
VAT on imports,2015,600000,0.0823449873961703
VAT on imports,2016,600000,0.08325068294705093
VAT on imports,2017,600000,0.08310211727337236
VAT on imports,2018,600000,0.08735911638677882
VAT on imports,2019,600000,0.08814229901254583
VAT on imports,2020,600000,0.076427213070979
VAT on imports,2021,600000,0.08538185778599643
VAT - Domestic (Net),2004,600000,0.0639970516889532
VAT - Domestic (Net),2005,600000,0.06351340066377004
VAT - Domestic (Net),2006,600000,0.06555121565325142
VAT - Domestic (Net),2007,600000,0.06975210884748342
VAT - Domestic (Net),2008,600000,0.07428913750400667
VAT - Domestic (Net),2009,600000,0.07695791906046089
VAT - Domestic (Net),2010,600000,0.08372643313869614
VAT - Domestic (Net),2011,600000,0.0870355822539278
VAT - Domestic (Net),2012,600000,0.09692427551106642
VAT - Domestic (Net),2013,600000,0.10235599855784785
VAT - Domestic (Net),2014,600000,0.1139295695695896
VAT - Domestic (Net),2015,600000,0.11485021669786162
VAT - Domestic (Net),2016,600000,0.11613485222690995
VAT - Domestic (Net),2017,600000,0.12428541211097772
VAT - Domestic (Net),2018,600000,0.143342872673067
VAT - Domestic (Net),2019,600000,0.14387942927978903
VAT - Domestic (Net),2020,600000,0.14064388793017665
VAT - Domestic (Net),2021,600000,0.15738645427092557
VAT - Domestic (Net),2004,600000,0.0639970516889532
VAT - Domestic (Net),2005,600000,0.06351340066377004
VAT - Domestic (Net),2006,600000,0.06555121565325142
VAT - Domestic (Net),2007,600000,0.06975210884748342
VAT - Domestic (Net),2008,600000,0.07428913750400667
VAT - Domestic (Net),2009,600000,0.07695791906046089
VAT - Domestic (Net),2010,600000,0.08372643313869614
VAT - Domestic (Net),2011,600000,0.0870355822539278
VAT - Domestic (Net),2012,600000,0.09692427551106642
VAT - Domestic (Net),2013,600000,0.10235599855784785
VAT - Domestic (Net),2014,600000,0.1139295695695896
VAT - Domestic (Net),2015,600000,0.11485021669786162
VAT - Domestic (Net),2016,600000,0.11613485222690995
VAT - Domestic (Net),2017,600000,0.12428541211097772
VAT - Domestic (Net),2018,600000,0.143342872673067
VAT - Domestic (Net),2019,600000,0.14387942927978903
VAT - Domestic (Net),2020,600000,0.14064388793017665
VAT - Domestic (Net),2021,600000,0.15738645427092557
5112 Sales tax,2004,600000,0.043337172071653565
5112 Sales tax,2005,600000,0.043337172071653565
5112 Sales tax,2006,600000,0.043337172071653565
5112 Sales tax,2007,600000,0.043337172071653565
5112 Sales tax,2008,600000,0.043337172071653565
5112 Sales tax,2009,600000,0.043337172071653565
5112 Sales tax,2010,600000,0.043337172071653565
5112 Sales tax,2011,600000,0.043337172071653565
5112 Sales tax,2012,600000,0.043337172071653565
5112 Sales tax,2013,600000,0.043337172071653565
5112 Sales tax,2014,600000,0.043337172071653565
5112 Sales tax,2015,600000,0.043337172071653565
5112 Sales tax,2016,600000,0.043337172071653565
5112 Sales tax,2017,600000,0.043337172071653565
5112 Sales tax,2018,600000,0.043337172071653565
5112 Sales tax,2019,600000,0.043337172071653565
5112 Sales tax,2020,600000,0.043337172071653565
5112 Sales tax,2021,600000,0.043337172071653565
5112 Sales tax,2004,600000,0.043337172071653565
5112 Sales tax,2005,600000,0.043337172071653565
5112 Sales tax,2006,600000,0.043337172071653565
5112 Sales tax,2007,600000,0.043337172071653565
5112 Sales tax,2008,600000,0.043337172071653565
5112 Sales tax,2009,600000,0.043337172071653565
5112 Sales tax,2010,600000,0.043337172071653565
5112 Sales tax,2011,600000,0.043337172071653565
5112 Sales tax,2012,600000,0.043337172071653565
5112 Sales tax,2013,600000,0.043337172071653565
5112 Sales tax,2014,600000,0.043337172071653565
5112 Sales tax,2015,600000,0.043337172071653565
5112 Sales tax,2016,600000,0.043337172071653565
5112 Sales tax,2017,600000,0.043337172071653565
5112 Sales tax,2018,600000,0.043337172071653565
5112 Sales tax,2019,600000,0.043337172071653565
5112 Sales tax,2020,600000,0.043337172071653565
5112 Sales tax,2021,600000,0.043337172071653565
5113 Other (than value added and sales tax),2004,600000,0.043337172071653565
5113 Other (than value added and sales tax),2005,600000,0.043337172071653565
5113 Other (than value added and sales tax),2006,600000,0.043337172071653565
5113 Other (than value added and sales tax),2007,600000,0.043337172071653565
5113 Other (than value added and sales tax),2008,600000,0.043337172071653565
5113 Other (than value added and sales tax),2009,600000,0.043337172071653565
5113 Other (than value added and sales tax),2010,600000,0.043337172071653565
5113 Other (than value added and sales tax),2011,600000,0.043337172071653565
5113 Other (than value added and sales tax),2012,600000,0.043337172071653565
5113 Other (than value added and sales tax),2013,600000,0.043337172071653565
5113 Other (than value added and sales tax),2014,600000,0.043337172071653565
5113 Other (than value added and sales tax),2015,600000,0.043337172071653565
5113 Other (than value added and sales tax),2016,600000,0.043337172071653565
5113 Other (than value added and sales tax),2017,600000,0.043337172071653565
5113 Other (than value added and sales tax),2018,600000,0.043337172071653565
5113 Other (than value added and sales tax),2019,600000,0.043337172071653565
5113 Other (than value added and sales tax),2020,600000,0.043337172071653565
5113 Other (than value added and sales tax),2021,600000,0.043337172071653565
5113 Other (than value added and sales tax),2004,600000,0.043337172071653565
5113 Other (than value added and sales tax),2005,600000,0.043337172071653565
5113 Other (than value added and sales tax),2006,600000,0.043337172071653565
5113 Other (than value added and sales tax),2007,600000,0.043337172071653565
5113 Other (than value added and sales tax),2008,600000,0.043337172071653565
5113 Other (than value added and sales tax),2009,600000,0.043337172071653565
5113 Other (than value added and sales tax),2010,600000,0.043337172071653565
5113 Other (than value added and sales tax),2011,600000,0.043337172071653565
5113 Other (than value added and sales tax),2012,600000,0.043337172071653565
5113 Other (than value added and sales tax),2013,600000,0.043337172071653565
5113 Other (than value added and sales tax),2014,600000,0.043337172071653565
5113 Other (than value added and sales tax),2015,600000,0.043337172071653565
5113 Other (than value added and sales tax),2016,600000,0.043337172071653565
5113 Other (than value added and sales tax),2017,600000,0.043337172071653565
5113 Other (than value added and sales tax),2018,600000,0.043337172071653565
5113 Other (than value added and sales tax),2019,600000,0.043337172071653565
5113 Other (than value added and sales tax),2020,600000,0.043337172071653565
5113 Other (than value added and sales tax),2021,600000,0.043337172071653565
5120 Taxes on specific goods and services,2004,600000,0.043337172071653565
5120 Taxes on specific goods and services,2005,600000,0.043337172071653565
5120 Taxes on specific goods and services,2006,600000,0.043337172071653565
5120 Taxes on specific goods and services,2007,600000,0.043337172071653565
5120 Taxes on specific goods and services,2008,600000,0.043337172071653565
5120 Taxes on specific goods and services,2009,600000,0.043337172071653565
5120 Taxes on specific goods and services,2010,600000,0.043337172071653565
5120 Taxes on specific goods and services,2011,600000,0.043337172071653565
5120 Taxes on specific goods and services,2012,600000,0.043337172071653565
5120 Taxes on specific goods and services,2013,600000,0.043337172071653565
5120 Taxes on specific goods and services,2014,600000,0.043337172071653565
5120 Taxes on specific goods and services,2015,600000,0.043875728889397836
5120 Taxes on specific goods and services,2016,600000,0.043668206995838066
5120 Taxes on specific goods and services,2017,600000,0.04860437776185388
5120 Taxes on specific goods and services,2004,600000,0.043337172071653565
5120 Taxes on specific goods and services,2005,600000,0.043337172071653565
5120 Taxes on specific goods and services,2006,600000,0.043337172071653565
5120 Taxes on specific goods and services,2007,600000,0.043337172071653565
5120 Taxes on specific goods and services,2008,600000,0.043337172071653565
5120 Taxes on specific goods and services,2009,600000,0.043337172071653565
5120 Taxes on specific goods and services,2010,600000,0.043337172071653565
5120 Taxes on specific goods and services,2011,600000,0.043337172071653565
5120 Taxes on specific goods and services,2012,600000,0.043337172071653565
5120 Taxes on specific goods and services,2013,600000,0.043337172071653565
5120 Taxes on specific goods and services,2014,600000,0.043337172071653565
5120 Taxes on specific goods and services,2015,600000,0.043875728889397836
5120 Taxes on specific goods and services,2016,600000,0.043668206995838066
5120 Taxes on specific goods and services,2017,600000,0.04860437776185388
5130 Unallocable between 5110 and 5120,2004,600000,0.043337172071653565
5130 Unallocable between 5110 and 5120,2005,600000,0.043337172071653565
5130 Unallocable between 5110 and 5120,2006,600000,0.043337172071653565
5130 Unallocable between 5110 and 5120,2007,600000,0.043337172071653565
5130 Unallocable between 5110 and 5120,2008,600000,0.043337172071653565
5130 Unallocable between 5110 and 5120,2009,600000,0.043337172071653565
5130 Unallocable between 5110 and 5120,2010,600000,0.043337172071653565
5130 Unallocable between 5110 and 5120,2011,600000,0.043337172071653565
5130 Unallocable between 5110 and 5120,2012,600000,0.043337172071653565
5130 Unallocable between 5110 and 5120,2013,600000,0.043337172071653565
5130 Unallocable between 5110 and 5120,2014,600000,0.043337172071653565
5130 Unallocable between 5110 and 5120,2015,600000,0.043337172071653565
5130 Unallocable between 5110 and 5120,2016,600000,0.043337172071653565
5130 Unallocable between 5110 and 5120,2017,600000,0.043337172071653565
5130 Unallocable between 5110 and 5120,2018,600000,0.043337172071653565
5130 Unallocable between 5110 and 5120,2019,600000,0.043337172071653565
5130 Unallocable between 5110 and 5120,2020,600000,0.043337172071653565
5130 Unallocable between 5110 and 5120,2021,600000,0.043337172071653565
5130 Unallocable between 5110 and 5120,2004,600000,0.043337172071653565
5130 Unallocable between 5110 and 5120,2005,600000,0.043337172071653565
5130 Unallocable between 5110 and 5120,2006,600000,0.043337172071653565
5130 Unallocable between 5110 and 5120,2007,600000,0.043337172071653565
5130 Unallocable between 5110 and 5120,2008,600000,0.043337172071653565
5130 Unallocable between 5110 and 5120,2009,600000,0.043337172071653565
5130 Unallocable between 5110 and 5120,2010,600000,0.043337172071653565
5130 Unallocable between 5110 and 5120,2011,600000,0.043337172071653565
5130 Unallocable between 5110 and 5120,2012,600000,0.043337172071653565
5130 Unallocable between 5110 and 5120,2013,600000,0.043337172071653565
5130 Unallocable between 5110 and 5120,2014,600000,0.043337172071653565
5130 Unallocable between 5110 and 5120,2015,600000,0.043337172071653565
5130 Unallocable between 5110 and 5120,2016,600000,0.043337172071653565
5130 Unallocable between 5110 and 5120,2017,600000,0.043337172071653565
5130 Unallocable between 5110 and 5120,2018,600000,0.043337172071653565
5130 Unallocable between 5110 and 5120,2019,600000,0.043337172071653565
5130 Unallocable between 5110 and 5120,2020,600000,0.043337172071653565
5130 Unallocable between 5110 and 5120,2021,600000,0.043337172071653565
5200 Taxes on use of goods and perform activities,2004,600000,0.043337172071653565
5200 Taxes on use of goods and perform activities,2005,600000,0.043337172071653565
5200 Taxes on use of goods and perform activities,2006,600000,0.043337172071653565
5200 Taxes on use of goods and perform activities,2007,600000,0.043337172071653565
5200 Taxes on use of goods and perform activities,2008,600000,0.043337172071653565
5200 Taxes on use of goods and perform activities,2009,600000,0.043337172071653565
5200 Taxes on use of goods and perform activities,2010,600000,0.043337172071653565
5200 Taxes on use of goods and perform activities,2011,600000,0.043337172071653565
5200 Taxes on use of goods and perform activities,2012,600000,0.043337172071653565
5200 Taxes on use of goods and perform activities,2013,600000,0.043337172071653565
5200 Taxes on use of goods and perform activities,2014,600000,0.043337172071653565
5200 Taxes on use of goods and perform activities,2015,600000,0.043337172071653565
5200 Taxes on use of goods and perform activities,2016,600000,0.043337172071653565
5200 Taxes on use of goods and perform activities,2017,600000,0.043337172071653565
5200 Taxes on use of goods and perform activities,2018,600000,0.043337172071653565
5200 Taxes on use of goods and perform activities,2019,600000,0.043337172071653565
5200 Taxes on use of goods and perform activities,2020,600000,0.043337172071653565
5200 Taxes on use of goods and perform activities,2021,600000,0.043337172071653565
5200 Taxes on use of goods and perform activities,2004,600000,0.043337172071653565
5200 Taxes on use of goods and perform activities,2005,600000,0.043337172071653565
5200 Taxes on use of goods and perform activities,2006,600000,0.043337172071653565
5200 Taxes on use of goods and perform activities,2007,600000,0.043337172071653565
5200 Taxes on use of goods and perform activities,2008,600000,0.043337172071653565
5200 Taxes on use of goods and perform activities,2009,600000,0.043337172071653565
5200 Taxes on use of goods and perform activities,2010,600000,0.043337172071653565
5200 Taxes on use of goods and perform activities,2011,600000,0.043337172071653565
5200 Taxes on use of goods and perform activities,2012,600000,0.043337172071653565
5200 Taxes on use of goods and perform activities,2013,600000,0.043337172071653565
5200 Taxes on use of goods and perform activities,2014,600000,0.043337172071653565
5200 Taxes on use of goods and perform activities,2015,600000,0.043337172071653565
5200 Taxes on use of goods and perform activities,2016,600000,0.043337172071653565
5200 Taxes on use of goods and perform activities,2017,600000,0.043337172071653565
5200 Taxes on use of goods and perform activities,2018,600000,0.043337172071653565
5200 Taxes on use of goods and perform activities,2019,600000,0.043337172071653565
5200 Taxes on use of goods and perform activities,2020,600000,0.043337172071653565
5200 Taxes on use of goods and perform activities,2021,600000,0.043337172071653565
5300 Unallocable between 5100 and 5200,2004,600000,0.043337172071653565
5300 Unallocable between 5100 and 5200,2005,600000,0.043337172071653565
5300 Unallocable between 5100 and 5200,2006,600000,0.043337172071653565
5300 Unallocable between 5100 and 5200,2007,600000,0.043337172071653565
5300 Unallocable between 5100 and 5200,2008,600000,0.043337172071653565
5300 Unallocable between 5100 and 5200,2009,600000,0.043337172071653565
5300 Unallocable between 5100 and 5200,2010,600000,0.043337172071653565
5300 Unallocable between 5100 and 5200,2011,600000,0.043337172071653565
5300 Unallocable between 5100 and 5200,2012,600000,0.043337172071653565
5300 Unallocable between 5100 and 5200,2013,600000,0.043337172071653565
5300 Unallocable between 5100 and 5200,2014,600000,0.043337172071653565
5300 Unallocable between 5100 and 5200,2015,600000,0.043337172071653565
5300 Unallocable between 5100 and 5200,2016,600000,0.043337172071653565
5300 Unallocable between 5100 and 5200,2017,600000,0.043337172071653565
5300 Unallocable between 5100 and 5200,2018,600000,0.043337172071653565
